Bren_00023	GH1.hmm	6e-149	2	428	4	485		0.993006993006993
Bren_00024	GH1.hmm	9.4e-150	4	428	3	462		0.988344988344988
Bren_00028	GH3.hmm	2.1e-53	2	213	136	404		0.976851851851852
Bren_00073	CE1.hmm	1.4e-16	14	208	19	233		0.854625550660793
Bren_00138	GH105.hmm	3.5e-117	9	332	59	376		0.97289156626506
Bren_00155	CBM50.hmm	8.9e-08	1	38	90	131		0.925
Bren_00319	GH23.hmm	1.5e-22	2	128	107	251		0.933333333333333
Bren_00319	CBM50.hmm	1.2e-14	1	39	349	391		0.95
Bren_00319	CBM50.hmm	2.4e-14	1	39	408	450		0.95
Bren_00353	GT51.hmm	2.2e-56	7	175	211	383		0.949152542372881
Bren_00419	GH23.hmm	2.7e-24	8	121	295	447		0.837037037037037
Bren_00427	CE12.hmm	1.3e-56	1	210	278	534		0.995238095238095
Bren_00475	CE1.hmm	5e-10	28	143	35	184		0.506607929515419
Bren_00478	CE1.hmm	2.1e-10	4	194	37	238		0.837004405286344
Bren_00611	AA3.hmm	1.8e-06	73	322	17	424		0.402912621359223
Bren_00732	CE4.hmm	4.7e-28	5	125	126	294		0.923076923076923
Bren_00733	GT2.hmm	1.6e-31	1	167	78	244		0.988095238095238
Bren_00743	GH109.hmm	4.5e-15	1	122	4	123		0.96031746031746
Bren_00753	GH109.hmm	3.4e-09	2	115	3	105		0.896825396825397
Bren_00761	GT84.hmm	2.2e-101	1	215	1302	1516		0.995348837209302
Bren_00761	GH94.hmm	0	1	1029	1775	2855		0.992277992277992
Bren_00842	GH109.hmm	5.5e-09	2	113	9	113		0.880952380952381
Bren_00846	GH109.hmm	3.9e-10	3	122	14	135		0.944444444444444
Bren_00850	GH109.hmm	2.6e-07	2	122	7	114		0.952380952380952
Bren_00969	AA3.hmm	1.5e-06	84	367	18	427		0.457928802588997
Bren_00970	AA3.hmm	2.6e-06	81	366	15	426		0.461165048543689
Bren_00981	GH3.hmm	1.6e-64	3	215	101	322		0.981481481481482
Bren_01111	GT2.hmm	7.3e-15	3	166	260	440		0.970238095238095
Bren_01146	GH3.hmm	3.7e-53	10	215	56	277		0.949074074074074
Bren_01154	GH37.hmm	3.8e-182	1	491	71	549		0.9979633401222
Bren_01195	GH1.hmm	6.2e-150	1	428	1	460		0.995337995337995
Bren_01196	GH78.hmm	3.6e-73	6	438	100	560		0.857142857142857
Bren_01206	CE4.hmm	4.1e-20	9	127	45	186		0.907692307692308
Bren_01207	GT2.hmm	1.9e-21	1	113	5	112		0.666666666666667
Bren_01209	GT21.hmm	5.1e-67	1	233	44	273		0.995708154506438
Bren_01316	GH37.hmm	3.1e-180	1	490	71	545		0.995926680244399
Bren_01317	GT20.hmm	3.4e-166	13	474	2	456		0.970526315789474
Bren_01373	GH4.hmm	2.9e-63	2	178	7	184		0.983240223463687
Bren_01378	GH31.hmm	5.9e-133	1	427	237	683		0.997658079625293
Bren_01388	GH32.hmm	2.5e-106	1	289	28	325		0.982935153583618
Bren_01388	CBM66.hmm	0.00011	34	127	356	449		0.6
Bren_01398	GH32.hmm	3e-39	8	282	58	330		0.935153583617747
Bren_01411	GH5.hmm	6e-48	1	239	49	302		0.865454545454545
Bren_01411	CBM3.hmm	9.6e-18	1	87	351	431		0.977272727272727
Bren_01428	GH88.hmm	2e-129	4	329	62	388		0.987841945288754
Bren_01458	GH36.hmm	4.2e-240	2	673	5	659		0.975290697674419
Bren_01570	GT81.hmm	3.8e-68	88	270	116	317		0.621160409556314
Bren_01591	GH109.hmm	3.8e-11	2	122	6	115		0.952380952380952
Bren_01722	PL2.hmm	5.3e-245	1	530	18	537		0.99811320754717
Bren_01747	PL22.hmm	3.3e-31	133	246	32	147		0.426415094339623
Bren_01747	PL22.hmm	6.9e-83	1	170	215	384		0.637735849056604
Bren_01752	AA6.hmm	3.1e-05	56	115	59	117		0.302564102564103
Bren_01780	PL3.hmm	9.3e-67	4	189	274	459		0.939086294416244
Bren_01820	CE7.hmm	7.5e-06	153	270	502	618		0.373801916932907
Bren_01827	CBM50.hmm	1.3e-07	1	37	99	140		0.9
Bren_01848	GH109.hmm	0.00018	69	126	79	136		0.452380952380952
Bren_01980	CE1.hmm	6e-54	1	224	25	275		0.982378854625551
Bren_02180	CE10.hmm	1.2e-40	75	220	98	261		0.425219941348974
Bren_02289	CE1.hmm	2.5e-19	3	218	203	402		0.947136563876652
Bren_02465	PL22.hmm	1.4e-15	139	251	290	402		0.422641509433962
Bren_02509	CE9.hmm	1.7e-125	1	373	4	376		0.997319034852547
Bren_02563	CE1.hmm	9.6e-08	23	141	12	142		0.519823788546256
Bren_02586	CE3.hmm	8e-13	5	189	2	168		0.948453608247423
Bren_02638	GH8.hmm	6.1e-81	3	318	30	332		0.984375
Bren_02642	GT2.hmm	7.9e-33	2	168	131	300		0.988095238095238
Bren_02733	CE1.hmm	2.8e-05	23	194	86	252		0.753303964757709
Bren_02738	GH103.hmm	6.7e-95	8	293	63	353		0.966101694915254
Bren_02778	GT19.hmm	2.8e-142	1	353	8	365		0.994350282485876
Bren_02815	GH102.hmm	2.5e-43	1	157	126	260		0.993630573248408
Bren_02839	CE14.hmm	2.5e-19	1	117	10	121		0.935483870967742
Bren_02846	GH23.hmm	2.1e-23	16	122	206	353		0.785185185185185
Bren_02848	CE1.hmm	6.7e-07	25	124	77	178		0.436123348017621
Bren_02875	GT83.hmm	2.6e-149	11	522	8	518		0.946296296296296
Bren_02876	CE4.hmm	1e-12	25	126	21	171		0.776923076923077
Bren_02878	GT2.hmm	9.5e-23	1	166	11	172		0.982142857142857
Bren_02888	GH32.hmm	5.5e-99	1	293	31	335		0.996587030716723
Bren_02899	GH2.hmm	1.5e-224	19	751	47	924		0.973404255319149
Bren_03090	CE7.hmm	2.1e-09	44	212	60	216		0.536741214057508
Bren_03090	CE10.hmm	1.7e-07	200	335	204	292		0.395894428152493
Bren_03098	CE1.hmm	1.3e-19	9	175	21	228		0.731277533039648
Bren_03109	CE4.hmm	0.00099	83	126	350	402		0.330769230769231
Bren_03138	CE1.hmm	0.00017	15	125	115	218		0.484581497797357
Bren_03175	GH13.hmm	3.1e-76	13	295	28	378		0.94314381270903
Bren_03223	GH1.hmm	2.6e-147	3	428	2	459		0.990675990675991
Bren_03231	GH109.hmm	2.7e-09	58	120	50	112		0.492063492063492
Bren_03307	GH3.hmm	2.8e-72	2	216	57	282		0.990740740740741
Bren_03308	GH68.hmm	9.6e-149	4	411	26	425		0.976019184652278
Bren_03355	CE1.hmm	4e-14	22	193	59	249		0.753303964757709
Bren_03382	GH32.hmm	1.7e-100	1	293	31	336		0.996587030716723
Bren_03455	GT51.hmm	1.4e-55	10	177	63	230		0.943502824858757
Bren_03705	GT2.hmm	2e-39	3	168	281	449		0.982142857142857
Bren_03739	CE4.hmm	1.1e-25	10	126	21	164		0.892307692307692
Bren_03742	AA2.hmm	2e-14	8	118	74	186		0.431372549019608
Bren_03742	AA2.hmm	0.00074	168	251	307	404		0.325490196078431
Bren_03742	AA2.hmm	7.2e-14	20	253	454	722		0.913725490196078
Bren_03871	AA3.hmm	4.4e-09	80	360	472	880		0.453074433656958
Bren_03897	GH1.hmm	1.1e-149	3	428	4	477		0.990675990675991
Bren_03921	PL22.hmm	1e-06	145	252	247	356		0.40377358490566
Bren_03971	GH105.hmm	1.3e-99	11	330	43	354		0.960843373493976
Bren_04062	GT9.hmm	3.5e-28	2	204	80	303		0.897777777777778
Bren_04066	GT30.hmm	1.5e-74	2	176	34	211		0.983050847457627
Bren_04071	GT4.hmm	3.2e-26	7	152	179	326		0.90625
Bren_04073	GT4.hmm	1e-30	5	158	192	344		0.95625
Bren_04074	GT9.hmm	9.4e-54	3	206	81	323		0.902222222222222
Bren_04078	GT9.hmm	7.4e-55	2	203	70	306		0.893333333333333
Bren_04090	CE10.hmm	4.8e-10	163	335	137	268		0.504398826979472
Bren_04148	GH28.hmm	1.6e-58	15	306	184	560		0.895384615384615
Bren_04155	GT19.hmm	5.8e-07	168	284	174	297		0.327683615819209
Bren_04161	GT56.hmm	5.6e-171	1	356	1	354		0.994397759103641
Bren_04163	GT26.hmm	2.4e-63	2	171	62	231		0.988304093567251
Bren_04202	CE1.hmm	6.1e-06	102	209	130	307		0.47136563876652
Bren_04242	CBM48.hmm	1.8e-06	3	68	23	98		0.855263157894737
Bren_04242	CBM48.hmm	2.5e-21	2	72	122	209		0.921052631578947
Bren_04242	GH13.hmm	3.1e-32	21	291	269	574		0.903010033444816
Bren_04243	CBM48.hmm	7.5e-17	1	70	10	99		0.907894736842105
Bren_04243	GH13.hmm	2.7e-46	21	296	181	526		0.919732441471572
Bren_04245	GT5.hmm	1.9e-158	1	471	2	473		0.995762711864407
Bren_04246	GT35.hmm	1e-281	1	674	101	811		0.998516320474777
Bren_04265	GT35.hmm	8.6e-260	2	673	99	805		0.995548961424332
Bren_04266	GH77.hmm	1.3e-160	1	488	145	682		0.98582995951417
Bren_04299	GT51.hmm	4.8e-70	1	177	54	230		0.994350282485876
Bren_04494	GH1.hmm	1.9e-147	3	428	2	470		0.990675990675991
Bren_04506	GH31.hmm	6.4e-87	3	427	331	973		0.992974238875878
Bren_04508	GH13.hmm	4.2e-80	13	292	56	398		0.933110367892977
Bren_04544	CBM50.hmm	7.1e-14	1	40	451	493		0.975
Bren_04544	CBM50.hmm	4.3e-14	1	40	515	557		0.975
Bren_04631	GH23.hmm	4.5e-31	17	120	493	618		0.762962962962963
Bren_04737	GT28.hmm	1.6e-49	2	157	185	341		0.987261146496815
Bren_04743	CE11.hmm	3.1e-121	1	270	5	277		0.992619926199262
Bren_04751	GH51.hmm	7.6e-122	86	541	28	524		0.722222222222222
Bren_04770	CE7.hmm	2.8e-11	102	312	179	381		0.670926517571885
