Bren_00475	CE1.hmm	5e-10	28	143	35	184		0.506607929515419
Bren_00478	CE1.hmm	2.1e-10	4	194	37	238		0.837004405286344
Bren_00761	GT84.hmm	2.2e-101	1	215	1302	1516		0.995348837209302
Bren_00761	GH94.hmm	0	1	1029	1775	2855		0.992277992277992
Bren_00842	GH109.hmm	5.5e-09	2	113	9	113		0.880952380952381
Bren_00969	AA3.hmm	1.5e-06	84	367	18	427		0.457928802588997
Bren_00970	AA3.hmm	2.6e-06	81	366	15	426		0.461165048543689
Bren_01316	GH37.hmm	3.1e-180	1	490	71	545		0.995926680244399
Bren_01317	GT20.hmm	3.4e-166	13	474	2	456		0.970526315789474
Bren_02416	GT2.hmm	9e-21	2	167	5	169		0.982142857142857
Bren_02738	GH103.hmm	6.7e-95	8	293	63	353		0.966101694915254
Bren_03090	CE7.hmm	2.1e-09	44	212	60	216		0.536741214057508
Bren_03090	CE10.hmm	1.7e-07	200	335	204	292		0.395894428152493
Bren_03307	GH3.hmm	2.8e-72	2	216	57	282		0.990740740740741
Bren_03308	GH68.hmm	9.6e-149	4	411	26	425		0.976019184652278
Bren_03742	AA2.hmm	2e-14	8	118	74	186		0.431372549019608
Bren_03742	AA2.hmm	0.00074	168	251	307	404		0.325490196078431
Bren_03742	AA2.hmm	7.2e-14	20	253	454	722		0.913725490196078
Bren_03871	AA3.hmm	4.4e-09	80	360	472	880		0.453074433656958
Bren_03921	PL22.hmm	1e-06	145	252	247	356		0.40377358490566
Bren_04077	GT9.hmm	1.1e-41	2	204	76	298		0.897777777777778
Bren_04508	GH13.hmm	4.2e-80	13	292	56	398		0.933110367892977
Bren_04743	CE11.hmm	3.1e-121	1	270	5	277		0.992619926199262
Bren_04751	GH51.hmm	7.6e-122	86	541	28	524		0.722222222222222
